ID,Total Epochs,Conv2D Time (s),ReLU Time (s),MaxPool2D Time (s),Flatten Time (s),FullyConnected Time (s),Softmax Time (s)
Epoch_1,64,14028.912627,2.998742,9.208453,0.024022,22.887455,0.085782
