ID,Total Epochs,Conv2D Time (s),ReLU Time (s),MaxPool2D Time (s),Flatten Time (s),FullyConnected Time (s),Softmax Time (s)
Epoch_1,1,251.817105,0.000994,0.000000,0.003981,2.780046,0.000000
Epoch_2,1,244.335875,0.001000,0.000000,0.002995,2.702914,0.000000
Epoch_3,1,245.147750,0.000000,0.000000,0.003005,3.012046,0.000000
Epoch_4,1,246.523017,0.001000,0.000000,0.003029,2.976981,0.000000
Epoch_5,1,253.798431,0.002991,0.000000,0.003000,2.810056,0.000000
