Epoch,Total Epochs,Epoch Time (s),Time per Step (ms),Loss,Accuracy
1,10,3639.868517,72.797370,0.035978,0.101072
2,10,3617.421098,72.348422,0.035972,0.108515
3,10,3636.019779,72.720396,0.035967,0.105694
