ID,Total Epochs,Conv2D Time (s),ReLU Time (s),MaxPool2D Time (s),Flatten Time (s),FullyConnected Time (s),Softmax Time (s)
Epoch_1,64,3402.633374,116.007133,56.380221,0.645535,35.614459,0.417486
Epoch_2,64,3392.493101,112.018092,53.888955,0.608042,34.498200,0.063930
Epoch_3,64,3399.544863,117.789180,57.221414,0.588155,35.960767,0.138936
